INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID5023322,DSSTox_Substance_Id,DTXSID5023322,Mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@]([H])(C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DTXSID7022960,DSSTox_Substance_Id,DTXSID7022960,Dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DTXSID8041034,DSSTox_Substance_Id,DTXSID8041034,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
DTXSID5022722,DSSTox_Substance_Id,DTXSID5022722,Calcitriol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O
DTXSID4023622,DSSTox_Substance_Id,DTXSID4023622,Sulfanilamide,NC1=CC=C(C=C1)S(N)(=O)=O
DTXSID50168008,DSSTox_Substance_Id,DTXSID50168008,Indisulam,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC2=C1NC=C2Cl
DTXSID5022855,DSSTox_Substance_Id,DTXSID5022855,Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2
DTXSID2045606,DSSTox_Substance_Id,DTXSID2045606,Galanthamine,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
DTXSID6045531,DSSTox_Substance_Id,DTXSID6045531,Brinzolamide,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DTXSID3020384,DSSTox_Substance_Id,DTXSID3020384,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DTXSID3037129,DSSTox_Substance_Id,DTXSID3037129,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
DTXSID9046023,DSSTox_Substance_Id,DTXSID9046023,Zonisamide,NS(=O)(=O)CC1=NOC2=C1C=CC=C2
DTXSID8046454,DSSTox_Substance_Id,DTXSID8046454,Erlotinib,COCCOC1=CC2=NC=NC(NC3=CC=CC(=C3)C#C)=C2C=C1OCCOC
DTXSID1022421,DSSTox_Substance_Id,DTXSID1022421,Melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
DTXSID9023336,DSSTox_Substance_Id,DTXSID9023336,Morphine,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35
DTXSID3044124,DSSTox_Substance_Id,DTXSID3044124,4-(3-Cyclopentyloxy-4-methoxyphenyl)-2-pyrrolidone,COC1=CC=C(C=C1OC1CCCC1)C1CNC(=O)C1
DTXSID3048445,DSSTox_Substance_Id,DTXSID3048445,Clorgyline,CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C
DTXSID30228775,DSSTox_Substance_Id,DTXSID30228775,L-Tyrosyl-D-alanylglycyl-N-(2-hydroxyethyl)-Nalpha-methyl-L-phenylalaninamide,C[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(=O)NCC(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCO
DTXSID2020260,DSSTox_Substance_Id,DTXSID2020260,Chenodeoxycholic acid,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DTXSID20188814,DSSTox_Substance_Id,DTXSID20188814,4-(2-Aminoethyl)benzenesulfonamide,NCCC1=CC=C(C=C1)S(N)(=O)=O
DTXSID9023752,DSSTox_Substance_Id,DTXSID9023752,Zileuton,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2
DTXSID3020465,DSSTox_Substance_Id,DTXSID3020465,Diethylstilbestrol,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DTXSID4020406,DSSTox_Substance_Id,DTXSID4020406,Diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DTXSID7023067,DSSTox_Substance_Id,DTXSID7023067,Fluoxetine,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
DTXSID50144706,DSSTox_Substance_Id,DTXSID50144706,"1,3-Dipropyl-8-cyclopentylxanthine",CCCN1C2=C(NC(=N2)C2CCCC2)C(=O)N(CCC)C1=O
DTXSID4020822,DSSTox_Substance_Id,DTXSID4020822,Methotrexate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DTXSID70197572,DSSTox_Substance_Id,DTXSID70197572,Sitagliptin,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
DTXSID7020182,DSSTox_Substance_Id,DTXSID7020182,Bisphenol A,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DTXSID7023564,DSSTox_Substance_Id,DTXSID7023564,Rivastigmine,CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C
DTXSID6047860,DSSTox_Substance_Id,DTXSID6047860,Mafenide,NCC1=CC=C(C=C1)S(N)(=O)=O
DTXSID9020241,DSSTox_Substance_Id,DTXSID9020241,Capsaicin,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
DTXSID10164324,DSSTox_Substance_Id,DTXSID10164324,"5-Amino-1,3,4-thiadiazole-2-sulfonamide",NC1=NN=C(S1)S(N)(=O)=O
DTXSID60161949,DSSTox_Substance_Id,DTXSID60161949,(-)-Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DTXSID4022369,DSSTox_Substance_Id,DTXSID4022369,Fulvestrant,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3
DTXSID5023168,DSSTox_Substance_Id,DTXSID5023168,Iproniazid,CC(C)NNC(=O)C1=CC=NC=C1
DTXSID4046313,DSSTox_Substance_Id,DTXSID4046313,Naltrexone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
DTXSID1059521,DSSTox_Substance_Id,DTXSID1059521,"1,3-Benzenedisulfonamide, 4-amino-6-chloro-",NC1=C(C=C(C(Cl)=C1)S(N)(=O)=O)S(N)(=O)=O
DTXSID2040577,DSSTox_Substance_Id,DTXSID2040577,SB203580,CS(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC=C(F)C=C1
DTXSID0040757,DSSTox_Substance_Id,DTXSID0040757,Ciglitizone,CC1(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)CCCCC1
DTXSID2023567,DSSTox_Substance_Id,DTXSID2023567,Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
DTXSID80405579,DSSTox_Substance_Id,DTXSID80405579,4-amino-3-fluorobenzenesulfonamide,NC1=C(F)C=C(C=C1)S(N)(=O)=O
DTXSID5022308,DSSTox_Substance_Id,DTXSID5022308,Genistein,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
DTXSID0041068,DSSTox_Substance_Id,DTXSID0041068,MS-275,NC1=C(NC(=O)C2=CC=C(CNC(=O)OCC3=CN=CC=C3)C=C2)C=CC=C1
DTXSID20167467,DSSTox_Substance_Id,DTXSID20167467,WAY 100635,COC1=CC=CC=C1N1CCN(CCN(C(=O)C2CCCCC2)C2=CC=CC=N2)CC1
DTXSID9040554,DSSTox_Substance_Id,DTXSID9040554,Moclobemide,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
DTXSID3029869,DSSTox_Substance_Id,DTXSID3029869,Bezafibrate,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O
DTXSID3037125,DSSTox_Substance_Id,DTXSID3037125,Imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)CC1
DTXSID1042574,DSSTox_Substance_Id,DTXSID1042574,Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
DTXSID8022589,DSSTox_Substance_Id,DTXSID8022589,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
DTXSID6023579,DSSTox_Substance_Id,DTXSID6023579,Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
DTXSID6044226,DSSTox_Substance_Id,DTXSID6044226,Valdecoxib,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
DTXSID80201417,DSSTox_Substance_Id,DTXSID80201417,"Benzenesulfonamide, 4-amino-3-chloro-",NC1=C(Cl)C=C(C=C1)S(N)(=O)=O
DTXSID3023712,DSSTox_Substance_Id,DTXSID3023712,Trimethoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
DTXSID8023349,DSSTox_Substance_Id,DTXSID8023349,Naloxone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@H](C4)[C@]1(O)CCC2=O
DTXSID8034162,DSSTox_Substance_Id,DTXSID8034162,Methyltrienolone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DTXSID2022678,DSSTox_Substance_Id,DTXSID2022678,Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
DTXSID7041097,DSSTox_Substance_Id,DTXSID7041097,1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide,CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl
DTXSID4023549,DSSTox_Substance_Id,DTXSID4023549,Quinidine,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
DTXSID6024624,DSSTox_Substance_Id,DTXSID6024624,Bisphenol A diglycidyl ether,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1
DTXSID6040618,DSSTox_Substance_Id,DTXSID6040618,"N-(4-(1,1,1,3,3,3-Hexafluoro-2-hydroxy-propan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F
DTXSID70874977,DSSTox_Substance_Id,DTXSID70874977,"ICI-118,551",CC(C)NC(C)C(O)COC1=C2CCCC2=C(C)C=C1
DTXSID40393322,DSSTox_Substance_Id,DTXSID40393322,4-amino-3-bromobenzenesulfonamide,NC1=C(Br)C=C(C=C1)S(N)(=O)=O
DTXSID10187356,DSSTox_Substance_Id,DTXSID10187356,Benzolamide,NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1
DTXSID50435262,DSSTox_Substance_Id,DTXSID50435262,4-(hydroxymethyl)benzenesulfonamide,NS(=O)(=O)C1=CC=C(CO)C=C1
DTXSID20215710,DSSTox_Substance_Id,DTXSID20215710,"2,4-Disulfamyl-5-trifluoromethylaniline",NC1=C(C=C(C(=C1)C(F)(F)F)S(N)(=O)=O)S(N)(=O)=O
DTXSID5020732,DSSTox_Substance_Id,DTXSID5020732,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
DTXSID5064885,DSSTox_Substance_Id,DTXSID5064885,Sulfamide,NS(N)(=O)=O
DTXSID8029105,DSSTox_Substance_Id,DTXSID8029105,4-Toluenesulfonamide,CC1=CC=C(C=C1)S(N)(=O)=O
DTXSID6035106,DSSTox_Substance_Id,DTXSID6035106,4-Aminobutanoic acid,NCCCC(O)=O
DTXSID4020329,DSSTox_Substance_Id,DTXSID4020329,Cimetidine,CNC(NCCSCC1=C(C)NC=N1)=NC#N
DTXSID3023471,DSSTox_Substance_Id,DTXSID3023471,Physostigmine,CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C
DTXSID7032004,DSSTox_Substance_Id,DTXSID7032004,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DTXSID40409139,DSSTox_Substance_Id,DTXSID40409139,"5-imino-4-methyl-1,3,4-thiadiazole-2-sulfonamide",CN1N=C(SC1=N)S(N)(=O)=O
DTXSID1045089,DSSTox_Substance_Id,DTXSID1045089,Carzenide,NS(=O)(=O)C1=CC=C(C=C1)C(O)=O
DTXSID7023487,DSSTox_Substance_Id,DTXSID7023487,Pirenzepine,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1
DTXSID4023202,DSSTox_Substance_Id,DTXSID4023202,"4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile",N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
DTXSID1034187,DSSTox_Substance_Id,DTXSID1034187,Tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DTXSID8021430,DSSTox_Substance_Id,DTXSID8021430,Vinblastine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])C[N@](C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC
DTXSID5024845,DSSTox_Substance_Id,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
DTXSID4023175,DSSTox_Substance_Id,DTXSID4023175,Isoproterenol,CC(C)NCC(O)C1=CC=C(O)C(O)=C1
DTXSID5021251,DSSTox_Substance_Id,DTXSID5021251,Saccharin,O=C1NS(=O)(=O)C2=C1C=CC=C2
DTXSID3023550,DSSTox_Substance_Id,DTXSID3023550,Raloxifene,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1
DTXSID8030423,DSSTox_Substance_Id,DTXSID8030423,"5,6-Benzoflavone",O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1
DTXSID50188721,DSSTox_Substance_Id,DTXSID50188721,"1,3,4-Thiadiazole-2-sulfonamide, 5-(((4-aminophenyl)sulfonyl)amino)-",NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O
DTXSID60433956,DSSTox_Substance_Id,DTXSID60433956,"Benzenesulfonamide, 4-amino-N-[2-[4-(aminosulfonyl)phenyl]ethyl]-",NC1=CC=C(C=C1)S(=O)(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O
DTXSID9023388,DSSTox_Substance_Id,DTXSID9023388,Olanzapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2
DTXSID5020576,DSSTox_Substance_Id,DTXSID5020576,17alpha-Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DTXSID3023188,DSSTox_Substance_Id,DTXSID3023188,Ketanserin,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1
DTXSID7041128,DSSTox_Substance_Id,DTXSID7041128,Sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DTXSID50858790,DSSTox_Substance_Id,DTXSID50858790,Oleanolic acid,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
DTXSID2022628,DSSTox_Substance_Id,DTXSID2022628,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
DTXSID5021255,DSSTox_Substance_Id,DTXSID5021255,Salbutamol,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
DTXSID6034005,DSSTox_Substance_Id,DTXSID6034005,Sulfamic acid,NS(O)(=O)=O
DTXSID20171928,DSSTox_Substance_Id,DTXSID20171928,Seliciclib,CC[C@H](CO)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C(C)C)C2=N1
DTXSID5034141,DSSTox_Substance_Id,DTXSID5034141,Fadrozole,N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12
DTXSID6022420,DSSTox_Substance_Id,DTXSID6022420,Dopamine,NCCC1=CC(O)=C(O)C=C1
DTXSID8045193,DSSTox_Substance_Id,DTXSID8045193,Risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
DTXSID2022707,DSSTox_Substance_Id,DTXSID2022707,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
DTXSID2029874,DSSTox_Substance_Id,DTXSID2029874,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
DTXSID2040650,DSSTox_Substance_Id,DTXSID2040650,alpha-Naphthoflavone,O=C1C=C(OC2=C1C=CC1=C2C=CC=C1)C1=CC=CC=C1
DTXSID9059179,DSSTox_Substance_Id,DTXSID9059179,"Boronic acid, phenyl-",OB(O)C1=CC=CC=C1
DTXSID3023714,DSSTox_Substance_Id,DTXSID3023714,Trimetrexate,COC1=CC(NCC2=CC=C3N=C(N)N=C(N)C3=C2C)=CC(OC)=C1OC
DTXSID9021184,DSSTox_Substance_Id,DTXSID9021184,Prednisolone,[H][C@]12[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)CO)[C@@H]1CCC1=CC(=O)C=C[C@]21C
DTXSID6023571,DSSTox_Substance_Id,DTXSID6023571,Salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
DTXSID4023626,DSSTox_Substance_Id,DTXSID4023626,Sulthiame,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
DTXSID7046627,DSSTox_Substance_Id,DTXSID7046627,Bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
DTXSID90197271,DSSTox_Substance_Id,DTXSID90197271,Tofacitinib,C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N
DTXSID3020336,DSSTox_Substance_Id,DTXSID3020336,Clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
DTXSID5041067,DSSTox_Substance_Id,DTXSID5041067,MK 886,CC(C)C1=CC=C2N(CC3=CC=C(Cl)C=C3)C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C2=C1
DTXSID8020175,DSSTox_Substance_Id,DTXSID8020175,"1,4-Bis[2-(3,5-dichloropyridyloxy)]benzene",ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1
DTXSID20182175,DSSTox_Substance_Id,DTXSID20182175,GW 4064,CC(C)C1=C(COC2=CC(Cl)=C(C=CC3=CC(=CC=C3)C(O)=O)C=C2)C(=NO1)C1=C(Cl)C=CC=C1Cl
DTXSID6043882,DSSTox_Substance_Id,DTXSID6043882,CGS 21680,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(NCCC1=CC=C(CCC(O)=O)C=C1)N=C2N
DTXSID3046083,DSSTox_Substance_Id,DTXSID3046083,Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
DTXSID8046034,DSSTox_Substance_Id,DTXSID8046034,Acarbose,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
DTXSID1040748,DSSTox_Substance_Id,DTXSID1040748,2-[4-[2-[4-Cyclohexylbutyl(cyclohexylcarbamoyl)amino]ethyl]phenyl]sulfanyl-2-methylpropanoic acid,CC(C)(SC1=CC=C(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)C=C1)C(O)=O
DTXSID6022923,DSSTox_Substance_Id,DTXSID6022923,Diclofenac,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
DTXSID0020232,DSSTox_Substance_Id,DTXSID0020232,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
DTXSID2020139,DSSTox_Substance_Id,DTXSID2020139,Benzo[a]pyrene,C1=CC=C2C(=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34
DTXSID8033562,DSSTox_Substance_Id,DTXSID8033562,Hydroxyflutamide,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DTXSID00186717,DSSTox_Substance_Id,DTXSID00186717,2-Aminobenzenesulfonamide,NC1=CC=CC=C1S(N)(=O)=O
DTXSID8075334,DSSTox_Substance_Id,DTXSID8075334,Acetylcholine,CC(=O)OCC[N+](C)(C)C
DTXSID2044131,DSSTox_Substance_Id,DTXSID2044131,Sulfaphenazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1
DTXSID4022949,DSSTox_Substance_Id,DTXSID4022949,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID6045662,DSSTox_Substance_Id,DTXSID6045662,"4-[(R)-[(2S,5R)-2,5-Dimethyl-4-(2-propen-1-yl)-1-piperazinyl](3-methoxyphenyl)methyl]-N,N-diethylbenzamide",CCN(CC)C(=O)C1=CC=C(C=C1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)C1=CC=CC(OC)=C1
DTXSID8041084,DSSTox_Substance_Id,DTXSID8041084,NS398,CS(=O)(=O)NC1=C(OC2CCCCC2)C=C(C=C1)[N+]([O-])=O
DTXSID1023237,DSSTox_Substance_Id,DTXSID1023237,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
DTXSID8022826,DSSTox_Substance_Id,DTXSID8022826,Citalopram,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
DTXSID3020047,DSSTox_Substance_Id,DTXSID3020047,Allyl isothiocyanate,C=CCN=C=S
DTXSID7022590,DSSTox_Substance_Id,DTXSID7022590,Aminohippuric acid,NC1=CC=C(C=C1)C(=O)NCC(O)=O
DTXSID5021336,DSSTox_Substance_Id,DTXSID5021336,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
DTXSID0020862,DSSTox_Substance_Id,DTXSID0020862,3-Methylcholanthrene,CC1=C2CCC3=C4C=CC5=CC=CC=C5C4=CC(C=C1)=C23
DTXSID8022614,DSSTox_Substance_Id,DTXSID8022614,Apomorphine,CN1CCC2=CC=CC3=C2[C@H]1CC1=C3C(O)=C(O)C=C1
