INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID70351016,DSSTox_Substance_Id,DTXSID70351016,"1-(2,4-dihydroxyphenyl)-2-(3,4-dimethoxyphenyl)ethanone",COC1=C(OC)C=C(CC(=O)C2=C(O)C=C(O)C=C2)C=C1
DTXSID60172398,DSSTox_Substance_Id,DTXSID60172398,2-Methyl-8-aminoquinoline,CC1=NC2=C(C=CC=C2N)C=C1
DTXSID30284730,DSSTox_Substance_Id,DTXSID30284730,MLS002608111,CSC1=NC(N)=NC2=C1N=CN2C1OC(CO)C(O)C1O
DTXSID40303547,DSSTox_Substance_Id,DTXSID40303547,"3-(4-methoxyphenyl)-4-methyl-1,3-thiazole-2(3H)-thione",COC1=CC=C(C=C1)N1C(C)=CSC1=S
DTXSID90328508,DSSTox_Substance_Id,DTXSID90328508,"1-(4-tert-butylphenyl)-2-(1-methyl-3,4-dihydro-2H-quinolin-1-ium-1-yl)ethanone",CC(C)(C)C1=CC=C(C=C1)C(=O)C[N+]1(C)CCCC2=CC=CC=C12
DTXSID60286308,DSSTox_Substance_Id,DTXSID60286308,1-Cyclohexyl-2-aziridinemethanol,OCC1CN1C1CCCCC1
DTXSID7070002,DSSTox_Substance_Id,DTXSID7070002,"Benzothiazole, 6-methoxy-2,5-dimethyl-",COC1=C(C)C=C2N=C(C)SC2=C1
DTXSID30282695,DSSTox_Substance_Id,DTXSID30282695,"benzoic acid, 2-[(diphenylamino)carbonyl]-",OC(=O)C1=CC=CC=C1C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID50280057,DSSTox_Substance_Id,DTXSID50280057,MLS002638420,FC(F)(F)C(=O)NC1=CC2=C(C=C1)C1=CC=CC=C1C2N1CCOCC1
DTXSID10390449,DSSTox_Substance_Id,DTXSID10390449,N-(1-{[(Furan-2-yl)methyl]carbamothioyl}piperidin-4-yl)-4-methoxybenzamide,COC1=CC=C(C=C1)C(=O)NC1CCN(CC1)C(=S)NCC1=CC=CO1
DTXSID70282755,DSSTox_Substance_Id,DTXSID70282755,"2-Chloro-1-(5,6,7,8-tetrahydronaphthalen-2-yl)ethan-1-one",ClCC(=O)C1=CC2=C(CCCC2)C=C1
DTXSID50279042,DSSTox_Substance_Id,DTXSID50279042,1-undecyltetrazol-5-amine,CCCCCCCCCCCN1N=NN=C1N
DTXSID60386317,DSSTox_Substance_Id,DTXSID60386317,(1-Allyl-1H-benzoimidazol-2-yl)-phenyl-methanol,OC(C1=NC2=CC=CC=C2N1CC=C)C1=CC=CC=C1
DTXSID20224483,DSSTox_Substance_Id,DTXSID20224483,"2H-1,2,6-Thiadiazine, 3,4-dihydro-3,3,5-trimethyl-, 1,1-dioxide",CC1=NS(=O)(=O)NC(C)(C)C1
DTXSID20323364,DSSTox_Substance_Id,DTXSID20323364,MLS000757181,CCOC(=O)N1CN(CN(C1)C(=O)OCC)C(=O)OCC
DTXSID30212199,DSSTox_Substance_Id,DTXSID30212199,"5,5-Diethyl-6-imino-2-thioxotetrahydro-4(1H)-pyrimidinone",CCC1(CC)C(=O)NC(=S)N=C1N
DTXSID40220568,DSSTox_Substance_Id,DTXSID40220568,3-Phenyl-2-oxazolidinone,O=C1OCCN1C1=CC=CC=C1
DTXSID20285493,DSSTox_Substance_Id,DTXSID20285493,MLS002608356,BrC1CN(CC2=CC=CC=C2)C(=O)NC1=O
DTXSID80193308,DSSTox_Substance_Id,DTXSID80193308,"Benzeneacetaldehyde, 4-fluoro-alpha-oxo-",FC1=CC=C(C=C1)C(=O)C=O
DTXSID90377596,DSSTox_Substance_Id,DTXSID90377596,3-(benzyloxy)-2-thiophenecarboxylic acid,OC(=O)C1=C(OCC2=CC=CC=C2)C=CS1
DTXSID80291999,DSSTox_Substance_Id,DTXSID80291999,"3-phenyl-3,4-dihydro-2,7-naphthyridin-1(2h)-one",O=C1NC(CC2=C1C=NC=C2)C1=CC=CC=C1
DTXSID10280836,DSSTox_Substance_Id,DTXSID10280836,MLS002638619,OC(=O)C1=C2OC3=CC=CC=C3S(=O)(=O)C2=CC=C1
DTXSID80280308,DSSTox_Substance_Id,DTXSID80280308,NSC16311,CCN1CCC(O)(CC1)C(C(O)=O)C1=CC=CC=C1
DTXSID20187423,DSSTox_Substance_Id,DTXSID20187423,"1,6-Diphenylhexane-1,6-dione",O=C(CCCCC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID50277669,DSSTox_Substance_Id,DTXSID50277669,"dibenzyl hydrazine-1,2-dicarboxylate",O=C(NNC(=O)OCC1=CC=CC=C1)OCC1=CC=CC=C1
DTXSID40288764,DSSTox_Substance_Id,DTXSID40288764,"2-Phenyl-2,3-dihydro-benzo[e][1,3]oxazin-4-one",O=C1NC(OC2=CC=CC=C12)C1=CC=CC=C1
DTXSID40423310,DSSTox_Substance_Id,DTXSID40423310,6-chloro-N-(4-methoxyphenyl)pyridazin-3-amine,COC1=CC=C(NC2=NN=C(Cl)C=C2)C=C1
DTXSID10365819,DSSTox_Substance_Id,DTXSID10365819,"5-(2-ethoxyethyl)-1,3,4-thiadiazol-2-amine",CCOCCC1=NN=C(N)S1
DTXSID60406685,DSSTox_Substance_Id,DTXSID60406685,1-(2-nitrophenyl)piperidine-4-carboxylic Acid,OC(=O)C1CCN(CC1)C1=CC=CC=C1[N+]([O-])=O
DTXSID30406955,DSSTox_Substance_Id,DTXSID30406955,(4-aminophenyl)(1-methyl-1H-imidazol-2-yl)methanone,CN1C=CN=C1C(=O)C1=CC=C(N)C=C1
DTXSID30287125,DSSTox_Substance_Id,DTXSID30287125,1-(2-cyanoethyl)-1-cyclohexyl-3-phenylurea,O=C(NC1=CC=CC=C1)N(CCC#N)C1CCCCC1
DTXSID00345963,DSSTox_Substance_Id,DTXSID00345963,"1-(4-Methoxyphenyl)-2,4-dioxo-1,2,3,4-tetrahydropyrimidine-5-carbonitrile",COC1=CC=C(C=C1)N1C=C(C#N)C(=O)NC1=O
DTXSID00391081,DSSTox_Substance_Id,DTXSID00391081,MLS002608759,CCC1(C(=O)NC(=S)N=C1N)C1=CCCCC1
DTXSID90280117,DSSTox_Substance_Id,DTXSID90280117,MLS002638440,O=C1N(CCCN2C(=O)C3=CC=CC=C3S2(=O)=O)S(=O)(=O)C2=CC=CC=C12
DTXSID30182045,DSSTox_Substance_Id,DTXSID30182045,"4-(2,4-Cyclopentadien-1-ylidenemethyl)-N-methylaniline",CNC1=CC=C(C=C2C=CC=C2)C=C1
DTXSID50343772,DSSTox_Substance_Id,DTXSID50343772,"2-piperazin-1-yl-1,3-benzothiazole",C1CN(CCN1)C1=NC2=CC=CC=C2S1
DTXSID80387861,DSSTox_Substance_Id,DTXSID80387861,"1-(2,3-dimethylphenyl)-5-oxopyrrolidine-3-carboxylic acid",CC1=C(C)C(=CC=C1)N1CC(CC1=O)C(O)=O
DTXSID30196021,DSSTox_Substance_Id,DTXSID30196021,"p-Toluenesulfonamide, N,N'-ethylenebis-",CC1=CC=C(C=C1)S(=O)(=O)NCCNS(=O)(=O)C1=CC=C(C)C=C1
DTXSID90381436,DSSTox_Substance_Id,DTXSID90381436,"1-[2-nitro-4-(trifluoromethyl)phenyl]-1,4-diazepane",[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCCNCC1
DTXSID8047212,DSSTox_Substance_Id,DTXSID8047212,FD&C Yellow 5 parent,OC(=O)C1=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C(=O)N(N1)C1=CC=C(C=C1)S(O)(=O)=O
DTXSID40172351,DSSTox_Substance_Id,DTXSID40172351,"2-Cyclohexen-1-one, 5,5-dimethyl-3-(phenylamino)-",CC1(C)CC(=O)C=C(C1)NC1=CC=CC=C1
DTXSID6073990,DSSTox_Substance_Id,DTXSID6073990,"2-Propanol, 1,3-bis(phenylmethoxy)-",OC(COCC1=CC=CC=C1)COCC1=CC=CC=C1
DTXSID50417220,DSSTox_Substance_Id,DTXSID50417220,BAS 01217449,CCOC(=O)N1CCN(CC1)C(=O)C(\NC(=O)C1=CC=CC=C1)=C\C1=CC(OC)=C(OC)C=C1
DTXSID60352330,DSSTox_Substance_Id,DTXSID60352330,2-(4-methoxyphenoxy)acetamide,COC1=CC=C(OCC(N)=O)C=C1
DTXSID40292361,DSSTox_Substance_Id,DTXSID40292361,MLS002694466,CCOC(=O)C1(NC(=O)CC1CC(C)C)C(=O)OCC
DTXSID80337260,DSSTox_Substance_Id,DTXSID80337260,"1-(6-Methoxy-7-methyl-3-oxo-6H-3lambda~5~-[1,2,5]oxadiazolo[3,4-e]indol-8-yl)ethan-1-one",CON1C(C)=C(C(C)=O)C2=C1C=CC1=[N+]([O-])ON=C21
DTXSID20366019,DSSTox_Substance_Id,DTXSID20366019,3-(5-Methyl-1H-benzoimidazol-2-ylamino)-propan-1-ol,CC1=CC2=C(C=C1)N=C(NCCCO)N2
DTXSID80220183,DSSTox_Substance_Id,DTXSID80220183,"1,3-Diazaspiro(4.4)nonane-2,4-dione",O=C1NC(=O)C2(CCCC2)N1
DTXSID40389482,DSSTox_Substance_Id,DTXSID40389482,3-(4-Fluoro-phenyl)-3-(toluene-4-sulfonylamino)-propionic acid,CC1=CC=C(C=C1)S(=O)(=O)NC(CC(O)=O)C1=CC=C(F)C=C1
DTXSID40298303,DSSTox_Substance_Id,DTXSID40298303,"acetamide, n-(2-methyl-5-benzoxazolyl)-",CC(=O)NC1=CC2=C(OC(C)=N2)C=C1
DTXSID60495392,DSSTox_Substance_Id,DTXSID60495392,4-Methyl-3-nitroquinoline,CC1=C(C=NC2=CC=CC=C12)[N+]([O-])=O
DTXSID60349447,DSSTox_Substance_Id,DTXSID60349447,2-Piperazin-1-yl-benzooxazole,C1CN(CCN1)C1=NC2=CC=CC=C2O1
DTXSID80329428,DSSTox_Substance_Id,DTXSID80329428,"3,3-dibenzylpentane-2,4-dione",CC(=O)C(CC1=CC=CC=C1)(CC1=CC=CC=C1)C(C)=O
DTXSID20423358,DSSTox_Substance_Id,DTXSID20423358,ethyl 1-(6-chloropyridazin-3-yl)piperidine-4-carboxylate,CCOC(=O)C1CCN(CC1)C1=NN=C(Cl)C=C1
DTXSID20349120,DSSTox_Substance_Id,DTXSID20349120,"1-Oxo-1,2-dihydroisoquinoline-4-carboxylic acid",OC(=O)C1=CNC(=O)C2=CC=CC=C12
DTXSID40467719,DSSTox_Substance_Id,DTXSID40467719,"Sulfamic acid, (1-methylcyclohexyl)methyl ester",CC1(COS(N)(=O)=O)CCCCC1
DTXSID80285893,DSSTox_Substance_Id,DTXSID80285893,3-(naphthalen-2-yl)propanoic acid,OC(=O)CCC1=CC2=CC=CC=C2C=C1
DTXSID4046153,DSSTox_Substance_Id,DTXSID4046153,Clofenamide,NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
DTXSID90429564,DSSTox_Substance_Id,DTXSID90429564,4-Amino-2-(ethylsulfanyl)pyrimidine-5-carbonitrile,CCSC1=NC=C(C#N)C(N)=N1
DTXSID90332882,DSSTox_Substance_Id,DTXSID90332882,N-(3-chlorophenyl)pyrazine-2-carboxamide,ClC1=CC=CC(NC(=O)C2=NC=CN=C2)=C1
DTXSID70349594,DSSTox_Substance_Id,DTXSID70349594,"(1,1-Dioxo-1lambda~6~-thiolan-3-yl)acetic acid",OC(=O)CC1CCS(=O)(=O)C1
DTXSID20358691,DSSTox_Substance_Id,DTXSID20358691,"Pyrrolidine, 1-(phenoxyacetyl)-",O=C(COC1=CC=CC=C1)N1CCCC1
DTXSID60337304,DSSTox_Substance_Id,DTXSID60337304,"1,3-Adamantanediacetamide",[H]C12CC3([H])CC(CC(N)=O)(C1)CC(CC(N)=O)(C2)C3
DTXSID80179147,DSSTox_Substance_Id,DTXSID80179147,gamma-Carboline,N1C2=CC=CC=C2C2=C1C=CN=C2
DTXSID0044444,DSSTox_Substance_Id,DTXSID0044444,4-O-alpha-D-Glucopyranosyl-D-glucitol,[H][C@@](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)CO
DTXSID00174513,DSSTox_Substance_Id,DTXSID00174513,"Hydantoin, 5,5-dimethyl-2,4-dithio-",CC1(C)NC(=S)NC1=S
DTXSID90278458,DSSTox_Substance_Id,DTXSID90278458,"3,4-Di-4-morpholinyl-2,4-diphenyl-2-butanol",CC(O)(C(C(N1CCOCC1)C1=CC=CC=C1)N1CCOCC1)C1=CC=CC=C1
DTXSID30416771,DSSTox_Substance_Id,DTXSID30416771,AC1NSR2P,ClC1=CC=CC=C1C(=O)N\C(=C/C1=CC=C(Br)C=C1)C(=O)N1CCOCC1
DTXSID30180849,DSSTox_Substance_Id,DTXSID30180849,Ethyl benzylcarbamate,CCOC(=O)NCC1=CC=CC=C1
DTXSID40355309,DSSTox_Substance_Id,DTXSID40355309,"3(2H)-Pyridazinone, 4-chloro-2-(1,1-dimethylethyl)-5-methoxy-",COC1=C(Cl)C(=O)N(N=C1)C(C)(C)C
DTXSID20358510,DSSTox_Substance_Id,DTXSID20358510,4-(pyrimidin-2-yloxy)benzonitrile,N#CC1=CC=C(OC2=NC=CC=N2)C=C1
DTXSID50296577,DSSTox_Substance_Id,DTXSID50296577,5-phenylpyrazolidin-3-one,O=C1CC(NN1)C1=CC=CC=C1
DTXSID30350025,DSSTox_Substance_Id,DTXSID30350025,Ethyl 2-amino-5-(diethylcarbamoyl)-4-methylthiophene-3-carboxylate,CCOC(=O)C1=C(N)SC(C(=O)N(CC)CC)=C1C
DTXSID20310057,DSSTox_Substance_Id,DTXSID20310057,"phthalazine-1,4-diamine",NC1=NN=C(N)C2=CC=CC=C12
DTXSID60293279,DSSTox_Substance_Id,DTXSID60293279,"N,4-diphenylpiperazine-1-carboxamide",O=C(NC1=CC=CC=C1)N1CCN(CC1)C1=CC=CC=C1
DTXSID0047080,DSSTox_Substance_Id,DTXSID0047080,4-Ethylbenzaldehyde,CCC1=CC=C(C=O)C=C1
DTXSID90152880,DSSTox_Substance_Id,DTXSID90152880,"Glycine, N-benzoyl-, methyl ester",COC(=O)CNC(=O)C1=CC=CC=C1
DTXSID60353246,DSSTox_Substance_Id,DTXSID60353246,methyl 6-aminonicotinate,COC(=O)C1=CN=C(N)C=C1
DTXSID10358625,DSSTox_Substance_Id,DTXSID10358625,Methyl 5-phenylisoxazole-3-carboxylate,COC(=O)C1=NOC(=C1)C1=CC=CC=C1
DTXSID60281015,DSSTox_Substance_Id,DTXSID60281015,MLS002638705,CC1=C(C)[N+](=O)C(C)=C(C)N1[O-]
DTXSID60207230,DSSTox_Substance_Id,DTXSID60207230,"Benzimidazole, 2-butyl-",CCCCC1=NC2=CC=CC=C2N1
DTXSID50349739,DSSTox_Substance_Id,DTXSID50349739,"ethyl 3-carbamoyl-6-methyl-2-oxo-4-phenyl-3,4-dihydro-1H-pyridine-5-carboxylate",CCOC(=O)C1=C(C)NC(=O)C(C1C1=CC=CC=C1)C(N)=O
DTXSID70286197,DSSTox_Substance_Id,DTXSID70286197,"Diethyl 2,3-diazabicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",[H]C12CC([H])(C=C1)N(N2C(=O)OCC)C(=O)OCC
DTXSID80350712,DSSTox_Substance_Id,DTXSID80350712,5-bromopyrimidine-2-carbonitrile,BrC1=CN=C(N=C1)C#N
DTXSID80390537,DSSTox_Substance_Id,DTXSID80390537,2-{[(4-methylphenyl)sulfonyl]amino}butanoic acid,CCC(NS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
DTXSID40389962,DSSTox_Substance_Id,DTXSID40389962,SBB012217,[H]C12OC3(CN(CC(=O)OCC)C(=O)C3C1C(O)=O)C=C2
DTXSID40350834,DSSTox_Substance_Id,DTXSID40350834,"(R,R)-2,6-Bis(4-isopropyl-2-oxazolin-2-yl)pyridine",CC(C)[C@@H]1COC(=N1)C1=CC=CC(=N1)C1=N[C@@H](CO1)C(C)C
DTXSID60150297,DSSTox_Substance_Id,DTXSID60150297,"9-Acridinecarboxamide, 1,2,3,4-tetrahydro-N-(1-methylethyl)-",CC(C)NC(=O)C1=C2CCCCC2=NC2=CC=CC=C12
DTXSID20202529,DSSTox_Substance_Id,DTXSID20202529,"4H-Pyrido(1,2-a)pyrimidin-4-one, 2-chloro-",ClC1=CC(=O)N2C=CC=CC2=N1
DTXSID60368799,DSSTox_Substance_Id,DTXSID60368799,T6264821,OC1CCC(CC1)NC1=C2C=CSC2=NC=N1
DTXSID1059151,DSSTox_Substance_Id,DTXSID1059151,"Benzenesulfonamide, 3-amino-N,N-diethyl-4-methoxy-",CCN(CC)S(=O)(=O)C1=CC=C(OC)C(N)=C1
DTXSID30308788,DSSTox_Substance_Id,DTXSID30308788,3-methyl-N'-(3-methylbenzoyl)benzohydrazide,CC1=CC(=CC=C1)C(=O)NNC(=O)C1=CC=CC(C)=C1
DTXSID30303753,DSSTox_Substance_Id,DTXSID30303753,"benzeneacetamide, n-3-pyridinyl-",O=C(CC1=CC=CC=C1)NC1=CN=CC=C1
DTXSID40364698,DSSTox_Substance_Id,DTXSID40364698,"6-Amino-3-methyl-1-phenylpyrimidine-2,4(1H,3H)-dione",CN1C(=O)C=C(N)N(C1=O)C1=CC=CC=C1
DTXSID90346964,DSSTox_Substance_Id,DTXSID90346964,"4(3H)-Quinazolinone, 3-(phenylmethyl)-",O=C1N(CC2=CC=CC=C2)C=NC2=CC=CC=C12
DTXSID10372386,DSSTox_Substance_Id,DTXSID10372386,"4-[3,5-Bis(trifluoromethyl)-1H-pyrazol-1-yl]aniline",NC1=CC=C(C=C1)N1N=C(C=C1C(F)(F)F)C(F)(F)F
DTXSID50366087,DSSTox_Substance_Id,DTXSID50366087,1-[3-(3-methoxyphenoxy)propyl]piperidine,COC1=CC(OCCCN2CCCCC2)=CC=C1
DTXSID5061033,DSSTox_Substance_Id,DTXSID5061033,"1,3-Diazaspiro[4.5]decane-2,4-dione",O=C1NC(=O)C2(CCCCC2)N1
DTXSID60280306,DSSTox_Substance_Id,DTXSID60280306,MLS002638477,OC(C(C(O)=O)C1=CC=CC=C1)C1CCC=CC1
DTXSID20287735,DSSTox_Substance_Id,DTXSID20287735,1-(phenylamino)cyclopentanecarboxamide,NC(=O)C1(CCCC1)NC1=CC=CC=C1
DTXSID50280936,DSSTox_Substance_Id,DTXSID50280936,6-(4-bromophenoxy)-7-methyl-7h-purine,CN1C=NC2=C1C(OC1=CC=C(Br)C=C1)=NC=N2
DTXSID60385784,DSSTox_Substance_Id,DTXSID60385784,"4-ethyl-1-hydroxy-5,5-dimethyl-2-phenyl-2H-imidazole",CCC1=NC(N(O)C1(C)C)C1=CC=CC=C1
DTXSID20176291,DSSTox_Substance_Id,DTXSID20176291,"1,3-Indandione, 2-(p-dimethylaminobenzylidene)-",CN(C)C1=CC=C(C=C2C(=O)C3=CC=CC=C3C2=O)C=C1
DTXSID30360109,DSSTox_Substance_Id,DTXSID30360109,"4-Pyridinecarboxamide, N-[4-[(dimethylamino)sulfonyl]phenyl]-",CN(C)S(=O)(=O)C1=CC=C(NC(=O)C2=CC=NC=C2)C=C1
DTXSID10359091,DSSTox_Substance_Id,DTXSID10359091,"3-benzyl-6-chloro-1H-pyrimidine-2,4-dione",ClC1=CC(=O)N(CC2=CC=CC=C2)C(=O)N1
DTXSID90281801,DSSTox_Substance_Id,DTXSID90281801,"5,5-diethyltetrahydropyrimidin-2(1h)-one",CCC1(CC)CNC(=O)NC1
DTXSID60350356,DSSTox_Substance_Id,DTXSID60350356,2-Amino-4-phenoxy-6-methylpyrimidine,CC1=CC(OC2=CC=CC=C2)=NC(N)=N1
DTXSID80344853,DSSTox_Substance_Id,DTXSID80344853,3-Ethylquinoxalin-2(1H)-one,CCC1=NC2=CC=CC=C2NC1=O
DTXSID00293374,DSSTox_Substance_Id,DTXSID00293374,"2-amino-3,7-dichloro-9h-fluoren-9-one",NC1=C(Cl)C=C2C(=C1)C(=O)C1=C2C=CC(Cl)=C1
DTXSID00277694,DSSTox_Substance_Id,DTXSID00277694,MLS002637699,OS(O)(=O)=O.[H]C12CCC(C)(C(=O)C1N)C2(C)C
DTXSID5063605,DSSTox_Substance_Id,DTXSID5063605,"1,3-Dioxolo[4,5-f]benzothiazole, 6-methyl-",CC1=NC2=CC3=C(OCO3)C=C2S1
DTXSID30379236,DSSTox_Substance_Id,DTXSID30379236,"1-(4-Bromophenyl)-2-sulfanylidene-2,3-dihydropyrido[2,3-d]pyrimidin-4(1H)-one",BrC1=CC=C(C=C1)N1C(=S)NC(=O)C2=C1N=CC=C2
DTXSID3067780,DSSTox_Substance_Id,DTXSID3067780,"1H-Indole, 1-acetyl-2,3-dihydro-5-nitro-",CC(=O)N1CCC2=C1C=CC(=C2)[N+]([O-])=O
DTXSID80290563,DSSTox_Substance_Id,DTXSID80290563,"Aziridine, 2-methyl-1-(p-toluoyl)-",CC1CN1C(=O)C1=CC=C(C)C=C1
DTXSID60293173,DSSTox_Substance_Id,DTXSID60293173,1-(6-Nitroindolin-1-yl)ethanone,CC(=O)N1CCC2=C1C=C(C=C2)[N+]([O-])=O
DTXSID50357137,DSSTox_Substance_Id,DTXSID50357137,"9-(Trifluoromethyl)-5,6,7,8-tetrahydropyrazolo[5,1-b]quinazoline-2-carboxylic acid",OC(=O)C1=NN2C(=C1)N=C1CCCCC1=C2C(F)(F)F
DTXSID60285735,DSSTox_Substance_Id,DTXSID60285735,MLS002608444,CC(C1=CC=CC=N1)C(C)(O)C(C)C1=CC=CC=N1
DTXSID70278496,DSSTox_Substance_Id,DTXSID70278496,MLS000737884,CCOC(=O)C1=C(C)OC(C)=C(C(=O)OCC)C1=O
DTXSID10276991,DSSTox_Substance_Id,DTXSID10276991,1-cyclohexyl-3-hydroxypyrrolidin-2-one,OC1CCN(C2CCCCC2)C1=O
DTXSID40215090,DSSTox_Substance_Id,DTXSID40215090,"5,6-Dichloro-1H-benzimidazole",ClC1=C(Cl)C=C2N=CNC2=C1
DTXSID00355628,DSSTox_Substance_Id,DTXSID00355628,1-p-Tolyl-1H-pyrazole,CC1=CC=C(C=C1)N1C=CC=N1
DTXSID10352289,DSSTox_Substance_Id,DTXSID10352289,1-Ethyl-2-methyl-1H-benzimidazole-5-carbonitrile,CCN1C(C)=NC2=C1C=CC(=C2)C#N
DTXSID20287194,DSSTox_Substance_Id,DTXSID20287194,MLS002667284,[H]C12C3C(C)(O)C(=O)C(C)=CC3(C)C(C)(C=C1C)C(=O)C2(C)O
