INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID60354975,DSSTox_Substance_Id,DTXSID60354975,"Methanone, (4-chloro-5-hydroxy-3-benzofuranyl)(4-methylphenyl)-",CC1=CC=C(C=C1)C(=O)C1=COC2=C1C(Cl)=C(O)C=C2
DTXSID30302847,DSSTox_Substance_Id,DTXSID30302847,MLS003106409,O1N=C(C=C1C1=CC=CC=C1)C1=NOC(=C1)C1=CC=CC=C1
DTXSID60346471,DSSTox_Substance_Id,DTXSID60346471,"Ethyl 2,3-dimethyl-1H-indole-5-carboxylate",CCOC(=O)C1=CC2=C(NC(C)=C2C)C=C1
DTXSID10192026,DSSTox_Substance_Id,DTXSID10192026,"2-(4-Methoxyphenyl)-5-(2-naphthyl)-1,3,4-oxadiazole",COC1=CC=C(C=C1)C1=NN=C(O1)C1=CC2=CC=CC=C2C=C1
DTXSID70277843,DSSTox_Substance_Id,DTXSID70277843,"2-benzothiazolamine, n-(4-methoxyphenyl)-",COC1=CC=C(NC2=NC3=CC=CC=C3S2)C=C1
DTXSID70186704,DSSTox_Substance_Id,DTXSID70186704,"Acetophenone, 2-((p-nitrophenyl)thio)-",[O-][N+](=O)C1=CC=C(SCC(=O)C2=CC=CC=C2)C=C1
DTXSID70285044,DSSTox_Substance_Id,DTXSID70285044,N-phenyl-1-benzothiophene-2-carboxamide,O=C(NC1=CC=CC=C1)C1=CC2=CC=CC=C2S1
DTXSID10211802,DSSTox_Substance_Id,DTXSID10211802,"Methanone, 2-benzofuranylphenyl-",O=C(C1=CC2=CC=CC=C2O1)C1=CC=CC=C1
DTXSID90285965,DSSTox_Substance_Id,DTXSID90285965,"p-Benzoquinone, trimethoxy-",COC1=CC(=O)C(OC)=C(OC)C1=O
DTXSID00299533,DSSTox_Substance_Id,DTXSID00299533,ethyl 4-(pyridine-3-carbonylamino)benzoate,CCOC(=O)C1=CC=C(NC(=O)C2=CN=CC=C2)C=C1
DTXSID50347235,DSSTox_Substance_Id,DTXSID50347235,"3-Methyl-1,4-diphenyl-1H-pyrazol-5-amine",CC1=NN(C(N)=C1C1=CC=CC=C1)C1=CC=CC=C1
DTXSID10456599,DSSTox_Substance_Id,DTXSID10456599,"Isoquinoline, 3-(1-cyclohexen-1-yl)-",C1CCC(=CC1)C1=CC2=CC=CC=C2C=N1
DTXSID90300324,DSSTox_Substance_Id,DTXSID90300324,MLS002920336,C1CCC2(C1)COC(OC2)C1=CC2=CC=CC=C2C=C1
DTXSID70187554,DSSTox_Substance_Id,DTXSID70187554,4'-Nitrobenzanilide,[O-][N+](=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1
DTXSID20286804,DSSTox_Substance_Id,DTXSID20286804,MLS002667128,CCCN1C=NC2=C1N=C(N)N=C2SCCC1=CC=CC=C1
DTXSID1060188,DSSTox_Substance_Id,DTXSID1060188,"Methanone, [4-(dimethylamino)phenyl]phenyl-",CN(C)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1
DTXSID10354061,DSSTox_Substance_Id,DTXSID10354061,5-bromo-N-cyclooctylfuran-2-carboxamide,BrC1=CC=C(O1)C(=O)NC1CCCCCCC1
DTXSID30291227,DSSTox_Substance_Id,DTXSID30291227,1-(Benzthiazol-2-ylthio)-propan-2-one,CC(=O)CSC1=NC2=CC=CC=C2S1
DTXSID30336304,DSSTox_Substance_Id,DTXSID30336304,"2-Butenamide, N-(4-bromophenyl)-3-methyl-",CC(C)=CC(=O)NC1=CC=C(Br)C=C1
DTXSID30357610,DSSTox_Substance_Id,DTXSID30357610,"4-(4-ethylphenyl)-5-methyl-1,3-thiazol-2-amine",CCC1=CC=C(C=C1)C1=C(C)SC(N)=N1
DTXSID70293407,DSSTox_Substance_Id,DTXSID70293407,[bis(4-methoxyphenyl)methylidene]hydrazine,COC1=CC=C(C=C1)C(=NN)C1=CC=C(OC)C=C1
DTXSID10417125,DSSTox_Substance_Id,DTXSID10417125,AC1NT1XA,N\C(=N/OC(=O)C1=CC(Cl)=CC=C1)C1=CC=NC=C1
DTXSID40355642,DSSTox_Substance_Id,DTXSID40355642,1-(5-methylpyridin-2-yl)-3-phenylurea,CC1=CN=C(NC(=O)NC2=CC=CC=C2)C=C1
DTXSID2052570,DSSTox_Substance_Id,DTXSID2052570,1-(Methylamino)anthraquinone,CNC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1
DTXSID40379828,DSSTox_Substance_Id,DTXSID40379828,benzyl 4-(aminocarbonyl)tetrahydro-1(2H)-pyridinecarboxylate,NC(=O)C1CCN(CC1)C(=O)OCC1=CC=CC=C1
DTXSID40390114,DSSTox_Substance_Id,DTXSID40390114,BAS 08766199,CN(C)C1=CC=C(C=C1)C1NC(=O)C2=CC=CC=C2N1
DTXSID70325954,DSSTox_Substance_Id,DTXSID70325954,MLS000757212,OC1=CC=CC=C1NC(=O)NC1=CC(Cl)=C(Cl)C=C1
DTXSID30279580,DSSTox_Substance_Id,DTXSID30279580,MLS002638313,COC1=C(OC)C2=C(N=CC=C2)C(NCCCCCCN)=C1
DTXSID20353944,DSSTox_Substance_Id,DTXSID20353944,"1H-Benzimidazole, 5-nitro-2-phenyl-",[O-][N+](=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1
DTXSID30295664,DSSTox_Substance_Id,DTXSID30295664,benzyl N-(thiadiazol-4-yl)carbamate,O=C(NC1=CSN=N1)OCC1=CC=CC=C1
DTXSID70311094,DSSTox_Substance_Id,DTXSID70311094,MLS003115189,CCCCCCCCSC1=CC(=O)C(OC)=C(OC)C1=O
DTXSID90354827,DSSTox_Substance_Id,DTXSID90354827,"3-(3,5-dimethyl-1-phenyl-1H-pyrazol-4-yl)propanoic acid",CC1=NN(C(C)=C1CCC(O)=O)C1=CC=CC=C1
DTXSID10352264,DSSTox_Substance_Id,DTXSID10352264,1-(4-acetylphenyl)-3-(4-chlorophenyl)urea,CC(=O)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1
DTXSID30287529,DSSTox_Substance_Id,DTXSID30287529,MLS002667465,FC1=CC=CC=C1CSC1=NC=NC2=C1N=CN2C1CCCO1
DTXSID20303368,DSSTox_Substance_Id,DTXSID20303368,MLS002920688,OC1=C(C=CC2=CC=CC=C12)C(=O)NC1CCCCC1
DTXSID90353335,DSSTox_Substance_Id,DTXSID90353335,AK-918/42277235,BrC1=CC=C(C=C1)C(=O)CN1C=NC2=CC=CC=C2C1=O
DTXSID10285583,DSSTox_Substance_Id,DTXSID10285583,MLS002608397,CCCCN1C=NC2=C1N=C(N)N=C2SCC1=CC=CC=C1
DTXSID70351793,DSSTox_Substance_Id,DTXSID70351793,2-[(2-methylphenoxy)methyl]-1H-benzimidazole,CC1=CC=CC=C1OCC1=NC2=CC=CC=C2N1
DTXSID80365982,DSSTox_Substance_Id,DTXSID80365982,"4-(phenoxymethyl)-1,3-thiazol-2-amine",NC1=NC(COC2=CC=CC=C2)=CS1
DTXSID90302500,DSSTox_Substance_Id,DTXSID90302500,4-[(2-chloro-4-nitrophenoxy)methyl]benzoic acid,OC(=O)C1=CC=C(COC2=C(Cl)C=C(C=C2)[N+]([O-])=O)C=C1
DTXSID00425931,DSSTox_Substance_Id,DTXSID00425931,4-chlorobenzaldehyde N-phenylsemicarbazone,ClC1=CC=C(\C=N\NC(=O)NC2=CC=CC=C2)C=C1
DTXSID30351431,DSSTox_Substance_Id,DTXSID30351431,2-[(4-methylphenoxy)methyl]-1H-benzimidazole,CC1=CC=C(OCC2=NC3=CC=CC=C3N2)C=C1
DTXSID80354674,DSSTox_Substance_Id,DTXSID80354674,STK064997,CC1=CC=C(NC2=NC(NC(C)(C)C)=NC(Cl)=N2)C=C1
DTXSID00355042,DSSTox_Substance_Id,DTXSID00355042,"3-(4-bromophenyl)-5-(2-methoxyphenyl)-1,2,4-oxadiazole",COC1=CC=CC=C1C1=NC(=NO1)C1=CC=C(Br)C=C1
DTXSID70160423,DSSTox_Substance_Id,DTXSID70160423,"4H-1-Benzopyran-4-one, 7-hydroxy-3-(3-methylphenoxy)-",CC1=CC(OC2=COC3=C(C=CC(O)=C3)C2=O)=CC=C1
DTXSID70367713,DSSTox_Substance_Id,DTXSID70367713,"Benzamide, N-[2-(phenylthio)ethyl]-",O=C(NCCSC1=CC=CC=C1)C1=CC=CC=C1
DTXSID10287668,DSSTox_Substance_Id,DTXSID10287668,"2-(1,3-benzodioxol-5-yl)-1H-benzimidazole",C1OC2=C(O1)C=C(C=C2)C1=NC2=CC=CC=C2N1
DTXSID30358743,DSSTox_Substance_Id,DTXSID30358743,"Pyridine, 4-[5-(3,5-dimethylphenyl)-1,2,4-oxadiazol-3-yl]-",CC1=CC(=CC(C)=C1)C1=NC(=NO1)C1=CC=NC=C1
DTXSID50287763,DSSTox_Substance_Id,DTXSID50287763,MLS002667536,FC1=CC=CC(CSC2=NC=NC3=C2N=CN3C2CCCCO2)=C1
DTXSID10333275,DSSTox_Substance_Id,DTXSID10333275,2-(4-Nitro-benzylsulfanyl)-benzooxazole,[O-][N+](=O)C1=CC=C(CSC2=NC3=CC=CC=C3O2)C=C1
DTXSID70289840,DSSTox_Substance_Id,DTXSID70289840,methyl 3-(5-nitro-1h-indol-3-yl)propanoate,COC(=O)CCC1=CNC2=C1C=C(C=C2)[N+]([O-])=O
DTXSID60287810,DSSTox_Substance_Id,DTXSID60287810,MLS002667545,[O-][N+](=O)C1=CC(=C(OC2=CC=C(C=C2)C(=O)C2=CC=CC=C2)C=C1)[N+]([O-])=O
DTXSID90212670,DSSTox_Substance_Id,DTXSID90212670,"1,3-Propanedione, 1-(4-methoxyphenyl)-3-phenyl-",COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=CC=C1
DTXSID40353865,DSSTox_Substance_Id,DTXSID40353865,"2,5-bis(2-chlorophenyl)-1,3,4-oxadiazole",ClC1=CC=CC=C1C1=NN=C(O1)C1=CC=CC=C1Cl
DTXSID90183513,DSSTox_Substance_Id,DTXSID90183513,"Acetamide, N-(7-nitrofluoren-2-yl)-2,2,2-trifluoro-",[O-][N+](=O)C1=CC2=C(C=C1)C1=C(C2)C=C(NC(=O)C(F)(F)F)C=C1
DTXSID20354471,DSSTox_Substance_Id,DTXSID20354471,4-Amino-N-furan-2-yl-benzamide,NC1=CC=C(C=C1)C(=O)NC1=CC=CO1
DTXSID80330312,DSSTox_Substance_Id,DTXSID80330312,NSC339585,CN(C)CCCNC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O
DTXSID10540169,DSSTox_Substance_Id,DTXSID10540169,Benzyl (benzyloxy)carbamate,O=C(NOCC1=CC=CC=C1)OCC1=CC=CC=C1
DTXSID70239244,DSSTox_Substance_Id,DTXSID70239244,9-Cyclopentyl-6-((2-pyridinylmethyl)thio)-9H-purin-2-amine,NC1=NC2=C(N=CN2C2CCCC2)C(SCC2=CC=CC=N2)=N1
DTXSID80406541,DSSTox_Substance_Id,DTXSID80406541,T5544696,CCN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C)N=C1C1=CC=CC=N1
DTXSID30360240,DSSTox_Substance_Id,DTXSID30360240,BAS 08770291,CC1=CC=CC=C1NC1=NC(=CS1)C1=CN=CC=C1
DTXSID90178949,DSSTox_Substance_Id,DTXSID90178949,"4,4'-(1,3,4-Oxadiazole-2,5-diyl)dianiline",NC1=CC=C(C=C1)C1=NN=C(O1)C1=CC=C(N)C=C1
DTXSID40347027,DSSTox_Substance_Id,DTXSID40347027,"3-Acetyl-2-methyl-5H-[1]benzopyrano[2,3-b]pyridin-5-one",CC(=O)C1=C(C)N=C2OC3=CC=CC=C3C(=O)C2=C1
DTXSID30197977,DSSTox_Substance_Id,DTXSID30197977,"5-Benzothiazoleacetic acid, 2-phenyl-, ethyl ester",CCOC(=O)CC1=CC2=C(SC(=N2)C2=CC=CC=C2)C=C1
DTXSID50222538,DSSTox_Substance_Id,DTXSID50222538,"Anthranilic acid, N-p-nitrophenyl-",OC(=O)C1=CC=CC=C1NC1=CC=C(C=C1)[N+]([O-])=O
DTXSID00418328,DSSTox_Substance_Id,DTXSID00418328,MLS003115115,CCOC(=O)CSC1=NC2=C(N1)N=C(Cl)C(Cl)=N2
DTXSID00279638,DSSTox_Substance_Id,DTXSID00279638,"4-(2-chlorophenyl)-1,3-thiazol-2-amine",NC1=NC(=CS1)C1=CC=CC=C1Cl
DTXSID90186882,DSSTox_Substance_Id,DTXSID90186882,"Imidazo(1,2-a)pyridine, 2-(p-nitrophenyl)-",[O-][N+](=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1
DTXSID40190712,DSSTox_Substance_Id,DTXSID40190712,"9H-Xanthen-9-one, 3-methoxy-",COC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1O2
DTXSID60293431,DSSTox_Substance_Id,DTXSID60293431,MLS002694948,NC1=CC(Cl)=C(CSC2=CC=C(Cl)C=C2)C=C1
DTXSID60337824,DSSTox_Substance_Id,DTXSID60337824,1-benzyl-3-cyclohexylurea,O=C(NCC1=CC=CC=C1)NC1CCCCC1
DTXSID20363366,DSSTox_Substance_Id,DTXSID20363366,3-(4-bromophenyl)-5-methyl-1H-pyrazole,CC1=CC(=NN1)C1=CC=C(Br)C=C1
DTXSID70416790,DSSTox_Substance_Id,DTXSID70416790,STK298632,N\C(=N/OC(=O)C1=CC=CC=C1F)C1=CC(=CC=C1)[N+]([O-])=O
DTXSID30356325,DSSTox_Substance_Id,DTXSID30356325,"1H-1,2,4-Triazole, 5-methyl-1-(4-nitrophenyl)-3-phenyl-",CC1=NC(=NN1C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1
DTXSID90300208,DSSTox_Substance_Id,DTXSID90300208,"3,5-diphenyl-4H-pyran-4-one",O=C1C(=COC=C1C1=CC=CC=C1)C1=CC=CC=C1
DTXSID80354755,DSSTox_Substance_Id,DTXSID80354755,"1-(4-methylphenyl)-3-phenylpropane-1,3-dione",CC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=CC=C1
DTXSID70315577,DSSTox_Substance_Id,DTXSID70315577,MLS003115694,CCN1C2=CC=CC=C2N=C2C=C3C4=CC=CC=C4C(=O)C(Cl)=C3C=C12
DTXSID60225196,DSSTox_Substance_Id,DTXSID60225196,Witisol,CC1=CC2=C(OC(=N2)C2=CC=CC=C2)C=C1
DTXSID60195320,DSSTox_Substance_Id,DTXSID60195320,"Isoflavone, 7-hydroxy-4',6-dimethoxy-, acetate",COC1=CC=C(C=C1)C1=COC2=CC(OC(C)=O)=C(OC)C=C2C1=O
DTXSID80331167,DSSTox_Substance_Id,DTXSID80331167,"2-Propen-1-one, 2-[(dimethylamino)methyl]-1-(2,4-dimethylphenyl)-",CN(C)CC(=C)C(=O)C1=C(C)C=C(C)C=C1
DTXSID70284138,DSSTox_Substance_Id,DTXSID70284138,MLS002607940,FC1=CC=C(CSC2=NC=NC3=C2N=CN3C2CCCCO2)C=C1
DTXSID30182944,DSSTox_Substance_Id,DTXSID30182944,"Phenazine, 2-methoxy-, 10-oxide",COC1=CC2=[N+]([O-])C3=CC=CC=C3N=C2C=C1
DTXSID2059061,DSSTox_Substance_Id,DTXSID2059061,"2-Naphthalenecarboxamide, N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxy-",COC1=CC(OC)=C(NC(=O)C2=C(O)C=C3C=CC=CC3=C2)C=C1Cl
DTXSID40376993,DSSTox_Substance_Id,DTXSID40376993,"5-ethoxy-2-(4-methoxyphenyl)-1,3-oxazole",CCOC1=CN=C(O1)C1=CC=C(OC)C=C1
DTXSID30355272,DSSTox_Substance_Id,DTXSID30355272,2-bromo-N-(3-methoxyphenyl)benzamide,COC1=CC=CC(NC(=O)C2=CC=CC=C2Br)=C1
DTXSID70293482,DSSTox_Substance_Id,DTXSID70293482,MLS002694962,CC1=C(CCCNC2=CC=C(CCC3(CCl)OCCO3)C=C2)C(=O)N=C(N)N1
DTXSID50202012,DSSTox_Substance_Id,DTXSID50202012,"Benzenecarbothioamide, N-(4-methylphenyl)-",CC1=CC=C(NC(=S)C2=CC=CC=C2)C=C1
DTXSID30367471,DSSTox_Substance_Id,DTXSID30367471,N-(3-phenylpropyl)benzamide,O=C(NCCCC1=CC=CC=C1)C1=CC=CC=C1
DTXSID50346304,DSSTox_Substance_Id,DTXSID50346304,"3-Oxazolo[4,5-b]pyridin-2-yl-phenylamine",NC1=CC=CC(=C1)C1=NC2=C(O1)C=CC=N2
DTXSID40284584,DSSTox_Substance_Id,DTXSID40284584,2-(3-Pyridyl)benzothiazole,S1C2=CC=CC=C2N=C1C1=CN=CC=C1
DTXSID60182730,DSSTox_Substance_Id,DTXSID60182730,2-Piperidinobenzothiazole,C1CCN(CC1)C1=NC2=CC=CC=C2S1
