,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,smiles
2063,22563,DTXSID50401664,DSSTox_Substance_Id,DTXSID50401664,2-cyano-N-(3-phenylpropyl)acetamide,O=C(CC#N)NCCCC1=CC=CC=C1
2064,22564,DTXSID10193972,DSSTox_Substance_Id,DTXSID10193972,"4-Biphenylol, 3,5-dinitro-",OC1=C(C=C(C=C1[N+]([O-])=O)C1=CC=CC=C1)[N+]([O-])=O
2065,22565,DTXSID30368923,DSSTox_Substance_Id,DTXSID30368923,N-(5-Methylisoxazol-3-yl)-4-(3-(3-(trifluoromethyl)phenyl)ureido)benzenesulfonamide,CC1=CC(NS(=O)(=O)C2=CC=C(NC(=O)NC3=CC=CC(=C3)C(F)(F)F)C=C2)=NO1
2066,22566,DTXSID40294002,DSSTox_Substance_Id,DTXSID40294002,2-(3-fluorophenyl)-4h-chromen-4-one,FC1=CC=CC(=C1)C1=CC(=O)C2=CC=CC=C2O1
2067,22567,DTXSID60282845,DSSTox_Substance_Id,DTXSID60282845,"N,N-dimethyl-4-(2-pyrazin-2-ylethenyl)aniline",CN(C)C1=CC=C(C=CC2=NC=CN=C2)C=C1
2068,22568,DTXSID80175684,DSSTox_Substance_Id,DTXSID80175684,PC-796,O=C1NC(=O)C(N1S(=O)(=O)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
2069,22569,DTXSID60351388,DSSTox_Substance_Id,DTXSID60351388,"1,3-dibenzylpyrimidine-2,4-dione",O=C1C=CN(CC2=CC=CC=C2)C(=O)N1CC1=CC=CC=C1
2070,22570,DTXSID40370870,DSSTox_Substance_Id,DTXSID40370870,"3-tert-Butyl-1-[(2,4-dichlorophenyl)methyl]-1H-pyrazole-5-carboxylic acid",CC(C)(C)C1=NN(CC2=C(Cl)C=C(Cl)C=C2)C(=C1)C(O)=O
2071,22571,DTXSID70353934,DSSTox_Substance_Id,DTXSID70353934,1-Benzyl-5-bromo-2-methyl-4-nitro-1H-imidazole,CC1=NC(=C(Br)N1CC1=CC=CC=C1)[N+]([O-])=O
2072,22572,DTXSID00200447,DSSTox_Substance_Id,DTXSID00200447,"Benzenemethanol, 4-hydroxy-alpha-(1-((2-(4-hydroxyphenyl)ethyl)amino)ethyl)-, hydrochloride, (R*,S*)-(+-)-",Cl.C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1
2073,22573,DTXSID90367932,DSSTox_Substance_Id,DTXSID90367932,"Phosphorodiamidic acid, N,N'-diphenyl-, phenyl ester",O=P(NC1=CC=CC=C1)(NC1=CC=CC=C1)OC1=CC=CC=C1
2074,22574,DTXSID50285300,DSSTox_Substance_Id,DTXSID50285300,4-chloro-6-ethylsulfanylpyrimidin-2-amine,CCSC1=CC(Cl)=NC(N)=N1
