OASIS_ID,Compound_name,Assay_Endpoint,POD_um,POD_um_l,POD_um_u
OASIS840,Fluvoxamine,cc,33.15317114268846,32.83535083832111,33.46474344209875
,Compound_5ec2a600,cc,39.3688122879979,37.280904492148274,41.551416638470194
OASIS1179,Hexachlorophene,cc,22.216740993887214,22.078424622958778,22.35228217818095
OASIS900,Cisapride,cc,92.34552140642946,84.93064386206437,100.31190862234686
OASIS1745,Ceritinib,cc,48.196500282584765,43.811685609354704,52.94233655470512
OASIS955,Aripiprazole,cc,31.594051153280443,31.16802127833473,32.014897072377295
OASIS1355,Lapatinib,cc,37.63920175592219,37.30392991720855,37.96906758488802
OASIS1872,Ibrutinib,cc,64.26691598177422,61.45729300708812,67.15236073744497
OASIS650,Rifabutin,cc,68.60899074039266,64.55642225635631,72.87144027621508
OASIS1756,Nintedanib,cc,37.829685694391905,37.229491616262834,38.42487067853274
OASIS1499,Actinomycin D,cc,0.01742420195236609,0.017374405573801353,0.01747386111614555
OASIS1802,Voclosporin,cc,23.31610158565752,22.695223824762454,23.940937334636264
OASIS557,Fluazinam,cc,9.06090763724232,8.716802343099088,9.411648750055418
OASIS1922,Pralsetinib,cc,9.673087205651141,9.319437734171244,10.032987393596349
OASIS1060,Mitoxantrone,cc,0.33404232341238804,0.3302893168046284,0.33774346974484676
OASIS822,Terfenadine,cc,22.536169176862977,21.75246508762701,23.3272907610611
OASIS967,Dronedarone,cc,19.11954015814792,18.99405363145327,19.242990986730803
OASIS745,Sunitinib,cc,13.808584440852838,13.715395480095943,13.900087746090728
OASIS1712,Copanlisib,cc,23.43439341579964,22.304639958493784,24.609656462741377
OASIS1206,Etidronic acid,cc,39.47609422348357,39.06216640190256,39.88352231535291
OASIS105,Hydroxyzine,cc,65.40145105996784,60.87818629879316,70.20412651809794
,Compound_516bb906,cc,3.4377540427796407,3.4087530814998166,3.4662871731025313
OASIS640,Oxybutynin,cc,85.25513882308843,83.31103706678196,87.19444023624173
OASIS1836,Ponatinib (hydrochloride),cc,5.98007632269926,5.8991190118321635,6.060212201381526
OASIS337,Desloratadine,cc,34.80914298103761,34.29359497612421,35.32075434321688
OASIS720,Levomepromazine,cc,28.637643099874698,27.33950915055419,29.984385176820886
OASIS851,Pirarubicin,cc,0.6748860107659355,0.6658737949094697,0.6837961184695096
OASIS042,Azathioprine,cc,31.68306477468777,31.33521634578036,32.02615234927123
OASIS1182,Triamterene,cc,79.21057894359174,77.72404795745327,80.68271363708767
OASIS937,Imatinib,cc,23.285316990716723,23.062572077639288,23.504774509207444
OASIS1377,Metopimazine,cc,49.847058035446494,49.100649662331534,50.584313616341404
OASIS1287,Amlodipine,cc,32.32161431614519,31.97110623625702,32.66650968147887
OASIS030,Imipramine,cc,55.305241773152375,52.36855868342684,58.37626039232651
,Compound_6d31e50a,cc,39.57913514269135,39.29251081147489,39.86036821263293
OASIS1752,Ribociclib,cc,30.868434125975053,30.418082538526818,31.314093443157013
OASIS725,Perphenazine,cc,43.043450651957585,42.704381813195155,43.3752765412845
OASIS1912,Vortioxetine,cc,14.328545854902327,14.223550883822783,14.431308305646324
OASIS1868,Cobimetinib,cc,9.308294755558583,8.980696602865088,9.641808382875668
OASIS1337,Ivermectin,cc,38.730243610094774,38.441224026630785,39.01422406672222
OASIS1320,Piperacetazine,cc,17.511221308517857,17.386507782959367,17.63333343857841
OASIS834,Temsirolimus,cc,38.82169446234515,37.56727578953923,40.08981025355538
OASIS465,3-Iodoprop-2-yn-1-yl butylcarbamate,cc,14.394669103346128,13.86835897528513,14.936286991067023
OASIS1734,Berotralstat (dihydrochloride),cc,12.942935739687883,12.491478143439132,13.406805080810283
OASIS411,Bifenazate,cc,43.18121399851467,42.79289994468399,43.56229430802229
OASIS934,Ethacrynic acid,cc,36.143470674038305,35.77738158709946,36.502880988048865
OASIS1928,Lonafarnib,cc,48.86826606320099,46.841278718703094,50.96531686457527
OASIS1844,Moxidectin,cc,45.353289811273335,44.196812510007355,46.51058034239111
OASIS791,Amodiaquine,cc,20.273622608406676,19.661152083957017,20.89116382280119
OASIS1131,Nitazoxanide,cc,37.28315054242084,37.01314484289891,37.5483147129929
,Compound_622f7d94,cc,82.64898416615988,82.31216964740011,82.97843712954698
OASIS1916,Isavuconazonium (sulfate),cc,24.95234794486446,24.744948183049534,25.156369613783614
OASIS1785,Lurbinectedin,cc,0.01799469299795116,0.017931663138014142,0.018057603918309052
OASIS680,Falnidamol,cc,40.898444601154814,40.54374933246488,41.246918761557126
OASIS1282,Reserpine,cc,74.87562186510678,73.37317151369461,76.37059221328778
OASIS004,Ketoconazole,cc,69.87731175756933,68.96300287500748,70.78006905797415
OASIS1486,Romidepsin,cc,0.43342567198245635,0.4047835263044575,0.46388349172682714
OASIS1795,Acalabrutinib,cc,65.6143675958849,63.397612217726476,67.85780936854984
OASIS773,Mometasone,cc,26.545123132551733,25.35826036421011,27.775512259846803
OASIS1779,Avapritinib,cc,24.019287984669045,23.59068703112345,24.45096625566287
OASIS748,Ezetimibe,cc,95.36127168001103,94.23056207978183,96.47942157692358
OASIS1705,Erdafitinib,cc,17.73702466822963,17.557864364810317,17.913934251734503
OASIS1837,Naloxegol (oxalate),cc,29.558678546061827,27.901409792481036,31.27972946323558
,Compound_06965c8b,cc,62.88011746181881,61.40095598240757,64.35623495953729
OASIS1915,Fidaxomicin,cc,30.077895832892477,29.777248345908312,30.373458272855554
OASIS1794,Fostamatinib,cc,3.437998113544757,3.2864039722102003,3.5966480908306364
OASIS1050,Suloctidil,cc,42.571293499112286,39.81054712818393,45.49007623955216
OASIS1932,Rolapitant,cc,34.555206274215706,34.10825349647991,34.99604351617259
OASIS1853,Baloxavir marboxil,cc,26.582278731963154,23.717375953743037,29.730104981674998
OASIS1764,Mobocertinib,cc,7.558463071440665,7.470146211929925,7.645908564585223
OASIS1744,Vandetanib,cc,8.144952930197055,8.039089830340954,8.249545477235994
OASIS101,Tannic acid,cc,30.879417038278188,29.925593853606912,31.843474745444183
OASIS1757,Ozanimod (hydrochloride),cc,68.6981996490694,66.91923663966568,70.48022738664358
OASIS028,Tamoxifen,cc,43.594193502427494,43.15502463536674,44.026350778766364
OASIS160,Darbufelone (mesylate),cc,71.7671072150724,70.24162637826696,73.28916179695628
OASIS1252,Ebastine,cc,40.75632062625247,40.44273929787691,41.06403146163527
OASIS1951,Encorafenib,cc,20.123426944830943,19.355865657158905,20.906062975317734
OASIS1191,Cabergoline,cc,85.09341421788584,82.39212950615055,87.81768683244385
OASIS1439,Teniposide,cc,74.16128253437117,73.01947211396354,75.28959654851904
OASIS1061,Dolasetron,cc,96.01480167212999,90.74322324786192,101.46057325808243
OASIS1376,Ebrotidine,cc,26.596034478781174,26.295203334697202,26.892078440013474
OASIS1513,Bithionol,cc,43.49659428940735,43.225314666417006,43.76276258524902
OASIS1132,Nelfinavir,cc,33.859110012558,33.773457710886596,33.94477162791379
OASIS1913,Ticagrelor,cc,28.2589875686275,27.119856703125013,29.422330972244207
OASIS1808,Panobinostat,cc,0.9235731876742914,0.8612169801840658,0.9898423292206667
OASIS1874,Idelalisib,cc,68.39767314528272,67.54031707362319,69.24374864869439
,Compound_efdb9516,cc,19.62825190491952,19.294775639890027,19.958849656297836
OASIS1717,Calcifediol,cc,71.29470637717823,70.80414552874154,71.77583591647925
OASIS1880,Gilteritinib,cc,4.3582795666443825,4.133462731386024,4.592898550029968
,Compound_04892a07,cc,61.29534399189626,59.45408490384056,63.14655260271849
OASIS1710,Telotristat ethyl,cc,33.610308437699416,33.27751705830653,33.93772064012193
OASIS926,Raloxifene,cc,45.641985216071234,45.28118168380625,45.996559922173496
OASIS1501,Astemizole,cc,13.317244029448114,13.267002038075638,13.366564926440992
OASIS1153,Tacrolimus,cc,53.63203010313587,52.05500093056405,55.21878069270314
OASIS1345,Fluspirilene,cc,35.27387511928344,34.97924612663089,35.56362674455691
OASIS1749,Ferric maltol,cc,16.707389783187292,16.609796605985355,16.80328503539464
OASIS011,Cyclosporin A,cc,28.044121699773847,27.698582787137173,28.38524628558623
OASIS501,Famoxadone,cc,58.43622176688428,57.11551917486529,59.75601421714189
OASIS569,Amiodarone (hydrochloride),cc,42.31067366393869,41.69854238158859,42.916745327128886
OASIS886,Etravirine,cc,80.96818313685002,80.55528943582699,81.37127811904264
OASIS850,Pimecrolimus,cc,71.65889692204118,70.68085540590018,72.6250836641222
OASIS1067,Prazosin,cc,72.23221474627191,72.0113644012279,72.44714286154705
OASIS1827,Brigatinib,cc,5.389338571199919,5.155585271220696,5.631104120473935
OASIS1893,Selinexor,cc,15.046959539870173,14.310702487260908,15.807876324633847
OASIS1379,Fesoterodine,cc,18.86403609728749,18.65107585504616,19.07399049729108
OASIS1863,Lomitapide (mesylate),cc,12.558980992784006,12.494490889831885,12.62220277707659
,Compound_d60a93f5,cc,29.036450685938927,28.666413248550924,29.40100898077513
OASIS1479,Cinacalcet,cc,49.13141220746986,48.79010849506345,49.465865906283355
OASIS362,Triclosan,cc,49.54896246820005,48.84055436280334,50.24892007219966
OASIS1120,Rapamycin,cc,40.86216918757574,38.855266036027054,42.937401191859095
OASIS1534,Hycanthone,cc,0.05738999708113224,0.055270326743207525,0.059597983372573486
OASIS1875,Ixazomib,cc,1.5118881196297638,1.472555643718072,1.5514014929840132
OASIS1881,Lusutrombopag,cc,69.84609769218915,68.94375376354532,70.7378549504852
,Compound_66f5ba33,cc,22.014268063459824,21.802682068103067,22.22237450180298
OASIS1418,Mequitazine,cc,27.67646907180045,27.40486553701833,27.94404928929698
OASIS1898,Duvelisib,cc,54.780054375383735,53.52620087053202,56.033195884694976
OASIS1886,Neratinib,cc,25.741312589902403,25.610383187074024,25.869539327355064
OASIS595,Curcumin,cc,32.771199847578345,31.976989258704165,33.564094469541395
OASIS126,SSR69071,cc,13.746335368564914,13.294127111756891,14.210210068529701
OASIS590,"N1-Isopropyl-N4-phenylbenzene-1,4-diamine",cc,78.74324818053447,75.22149220455269,82.3985766916045
OASIS898,Proguanil,cc,31.43675100063329,31.009323199132833,31.86001261569724
OASIS597,Cobicistat,cc,33.49460014417691,33.03023572401905,33.95280475569694
OASIS853,Trabectedin,cc,0.01685634588338098,0.016820880996252598,0.01689166828334521
OASIS750,Domperidone,cc,39.493546644753735,39.05174677835482,39.92939634168785
,Compound_680618a8,cc,28.942612626809,28.284021093155435,29.600880252561314
OASIS1835,Dacomitinib,cc,10.423110701004504,10.334769854783307,10.510013774006353
OASIS1829,Pemigatinib,cc,85.85654628778303,82.32416093507628,89.4558200728433
OASIS1876,Zanubrutinib,cc,32.707486114932955,31.239751327549584,34.21257070009369
OASIS1919,Oritavancin (diphosphate),cc,92.20713672379397,90.51010902492274,93.87485650557373
OASIS1488,Pazopanib,cc,40.19523823350756,39.26333512861317,41.12916382545075
OASIS1811,Brexpiprazole,cc,27.367543300577363,27.080157461447094,27.65051739417915
OASIS1168,Ximelagatran,cc,69.3071582925648,68.68658531600465,69.91734726118048
OASIS1215,Plicamycin,cc,0.08087067352126263,0.08010523887173208,0.08162550512504575
OASIS1781,Baricitinib,cc,37.311629597012264,36.6387457718904,37.98068407377281
OASIS1288,Amoxapine,cc,29.81733062861013,29.153808156093437,30.48191200946442
OASIS744,Irinotecan,cc,56.45886627123664,54.698369794914875,58.23484875559172
OASIS754,Oxyphenbutazone,cc,46.90197833446386,46.40745945294636,47.38734968536532
OASIS1275,Crizotinib,cc,10.096127914393877,9.996342665090793,10.19432644433079
OASIS1950,Infigratinib,cc,28.83662394840707,27.716805400074477,29.979053552788276
OASIS1401,Citalopram,cc,63.99764095801434,62.410952795994895,65.5833948292361
OASIS1412,Hydroxychloroquine,cc,28.695468015114347,28.39194473825502,28.993952744189205
,Compound_a8277eea,cc,33.97789391364574,33.69593986494097,34.2551741873332
,Compound_e88ada59,cc,59.86751215174674,58.96097923195117,60.76360853540793
OASIS1867,Regorafenib,cc,34.288150111286534,33.88592336266469,34.684910541330055
,Compound_14bca51b,cc,68.7789206091945,67.26765109054072,70.28648762718598
OASIS1847,Tenofovir alafenamide,cc,34.718921309586854,33.432707201470684,36.0255816259109
OASIS571,Basic green 4,cc,41.42048538069653,41.14524598844105,41.69050983842392
OASIS1434,Primaquine,cc,14.55751219101239,14.409370786347933,14.703576417533617
OASIS1952,Abemaciclib,cc,0.2967486627421923,0.289726008775213,0.3037895069899075
OASIS1777,Eliglustat,cc,43.154631911639136,41.70777900676028,44.621299472016034
OASIS1736,Rucaparib,cc,19.897098072428523,19.663708674398215,20.12724445284615
OASIS419,Azoxystrobin,cc,43.751537069758676,43.3872175212079,44.10942258495978
OASIS1044,Dasatinib,cc,0.6744783011707425,0.4135892741693722,1.3041302008873685
OASIS1096,Clozapine,cc,72.30050034599363,70.72698022886031,73.8707855420661
OASIS122,Diallyl phthalate,cc,79.36781518954375,78.0639826289508,80.66022634946225
OASIS1432,Pimozide,cc,36.32077893916356,35.82554793358395,36.81003125910953
,Compound_255ef47f,cc,34.5627237400342,34.246378334358994,34.872686369678256
OASIS436,Alectinib (Hydrochloride),cc,15.275252459029874,14.316739394467437,16.285848111533276
OASIS888,Azelnidipine,cc,34.559409499399194,34.22543275671665,34.88761575549955
OASIS1586,Atazanavir,cc,89.27831213953382,88.29817457863246,90.24248726527989
OASIS1340,Sorafenib,cc,10.667841111189674,10.20948692455168,11.14213191206046
OASIS1740,Ruxolitinib,cc,33.59237118454952,32.94275907596333,34.238914023834724
OASIS995,Amsacrine,cc,17.613985245564777,16.986640869902377,18.25917928720157
OASIS307,Aflatoxin B1,cc,1.922872746948059,1.8983431065062677,1.94719802088479
OASIS657,Everolimus,cc,72.77534841729172,71.73887027907402,73.79874855036802
OASIS1038,Haloperidol,cc,36.422361219978924,35.82927126616168,37.01283825922013
OASIS1843,Pitolisant (hydrochloride),cc,71.70730973986652,70.58266834560435,72.8182327806375
OASIS940,Bortezomib,cc,0.07233667470192169,0.07105202483133098,0.07362414473604201
OASIS1753,Linagliptin,cc,56.562267692841786,55.04658042034907,58.080605656012146
OASIS508,Pyriproxyfen,cc,33.1282416955285,32.41973267879317,33.86755186427387
OASIS1772,Afatinib,cc,12.422485402951766,12.288772323788494,12.553952319111211
OASIS027,Disulfiram,cc,75.97926432155592,75.46903059588759,76.48011265995295
,Compound_c7b43962,cc,75.05375906823902,70.90046077337469,79.4055667499579
OASIS1304,Fluoxetine,cc,13.420935783113904,12.988468917291593,13.864296646367709
OASIS093,Clomipramine,cc,50.26630617045926,49.94563803337809,50.580969438723365
OASIS1825,Osimertinib,cc,15.467199299606168,15.356160494493036,15.576272584414523
OASIS980,Telaprevir,cc,32.94672143391038,32.700905511242894,33.18829918212217
,Compound_a16a83ef,cc,44.95038940576598,44.42951652899983,45.46383952590312
OASIS859,Darifenacin,cc,39.39545234482902,38.6776656617943,40.10927206948364
OASIS1728,Diroximel fumarate,cc,54.11500216343458,53.3825940382368,54.83859867932427
,Compound_26e57091,cc,27.210408186454405,26.941821026454203,27.47442917762688
