ensmbl_gene_name,Du_PHH_1,Du_PHH_2,Fu_PHH_1,Fu_PHH_2,Kim_PHH_1,Kim_PHH_2,Koui_PHH_1,Koui_PHH_2,Xiang_PHH_1,Xiang_PHH_2,Xie_PHH_1,Xie_PHH_2,Xie_PHH_3,Schneeberger_PHH_1,Schneeberger_PHH_2,Gao_PHH,Boon_PHH_1,Boon_PHH_2,Wang_PHH_1,Wang_PHH_2
ENSG00000238162.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223917.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224719.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226185.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272913.1,47,39,17,6,36,39,62,35,7,3,5,9,5,7,7,21,47,49,11,13
ENSG00000229689.3,11,16,5,12,11,4,104,138,4,0,14,12,17,1,0,3,3,6,13,5
ENSG00000236431.1,1,2,4,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0
ENSG00000273305.1,0,3,2,2,2,4,10,10,0,1,5,3,4,0,0,4,1,2,4,0
ENSG00000233037.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168992.4,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000232717.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274028.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230083.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271003.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270193.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204699.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235959.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235584.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237510.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232931.6,42,19,230,86,20,50,79,42,24,12,22,20,26,9,8,5,8,11,85,12
ENSG00000174501.14,5,4,97,48,7,10,117,61,12,5,16,16,33,7,6,1,8,7,138,33
ENSG00000275961.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231584.8,17,16,15,6,47,69,22,18,3,5,7,2,13,3,2,6,20,10,10,9
ENSG00000186281.12,16,2,1,2,0,3,0,1,0,3,1,4,3,0,1,1,1,1,0,0
ENSG00000274286.2,276,4,8,5,0,5,0,0,9,3,0,13,25,1,0,0,13,4,15,0
ENSG00000188886.3,1,0,4,6,0,0,0,0,2,1,0,2,1,0,0,0,0,1,17,0
ENSG00000158050.5,43,68,151,302,11,53,1,0,638,51,21,146,82,1,4,1,13,44,164,11
ENSG00000228873.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084090.13,1851,1286,1162,1105,843,976,1902,958,784,501,961,1097,1016,208,119,716,945,609,672,371
ENSG00000204685.7,30,44,45,28,17,18,35,28,7,12,14,29,25,2,0,21,16,27,10,6
ENSG00000135956.8,1042,1146,781,666,612,705,837,570,736,440,477,1182,813,114,59,568,538,516,588,419
ENSG00000144021.3,1541,1368,1041,1318,766,1489,1061,635,479,362,1097,976,1146,146,123,632,685,669,449,312
ENSG00000144028.15,2025,2897,2043,2183,1124,2049,1144,800,751,873,977,1309,2245,350,192,1335,1668,1441,1044,684
ENSG00000230747.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000198885.9,10,2,5,8,0,1,0,0,5,1,2,2,0,0,1,1,3,3,15,2
ENSG00000121152.10,10,6,8,6,2,0,3,2,6,1,4,8,6,1,0,1,22,10,7,2
ENSG00000163121.10,30,22,29,16,9,12,22,36,1,1,7,8,8,0,0,10,6,2,4,2
ENSG00000235480.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000196843.17,931,644,274,321,119,317,205,243,152,186,219,376,448,20,29,122,181,259,234,120
ENSG00000114982.19,583,617,583,494,540,977,1052,616,268,174,216,407,425,58,58,413,356,441,294,195
ENSG00000249715.12,0,2,1,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ENSG00000114988.11,538,372,252,276,130,136,327,165,67,105,247,204,315,21,23,177,266,160,55,74
ENSG00000158158.12,121,142,139,135,27,58,182,79,59,62,63,103,122,9,9,51,62,51,108,60
ENSG00000264157.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
ENSG00000273265.1,11,6,0,1,6,5,1,3,1,0,3,4,1,1,0,0,0,0,5,0
ENSG00000168763.16,1196,1545,720,559,522,479,267,263,250,402,393,599,977,168,102,290,391,439,331,664
ENSG00000163126.15,12,6,2,4,6,13,7,12,3,2,1,4,5,0,0,7,3,4,3,4
ENSG00000213337.9,87,57,22,17,28,31,51,27,19,12,18,19,33,4,4,53,38,63,9,4
ENSG00000168758.11,380,412,236,179,473,580,204,146,269,248,272,626,463,52,24,324,157,221,134,142
ENSG00000168754.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000286654.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274206.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252845.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273634.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144188.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230343.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270748.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204670.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188383.8,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000144199.11,55,45,20,27,48,30,32,17,5,17,36,13,23,0,2,5,15,9,10,8
ENSG00000279791.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2
ENSG00000275655.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000135976.19,3,9,65,61,23,73,138,77,31,9,33,17,47,10,4,9,18,12,129,21
ENSG00000277701.5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271351.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276050.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271015.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270252.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271569.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000270450.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278537.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270187.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230606.11,0,1,12,7,0,16,2,0,5,2,0,1,0,0,0,0,0,0,1,1
ENSG00000278766.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196912.12,8,4,45,18,7,28,62,15,26,3,7,3,10,1,0,5,0,11,18,17
ENSG00000235833.1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000286036.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228970.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000135940.7,4581,3068,1368,1221,2068,2989,1261,872,507,711,2266,1750,1346,182,196,897,865,921,338,334
ENSG00000115073.8,1109,828,407,431,445,828,849,450,255,254,512,736,612,69,61,371,444,332,119,68
ENSG00000228486.10,32,50,97,75,39,169,57,32,20,10,16,13,37,3,8,16,20,41,29,15
ENSG00000201806.1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115085.13,137,18,38,125,4,26,4,0,58,29,18,32,40,0,0,3,3,6,65,7
ENSG00000075568.17,448,682,792,1087,273,431,931,633,338,196,237,329,410,141,80,290,344,450,416,372
ENSG00000235734.4,0,1,0,4,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
ENSG00000238719.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000168658.19,5,2,3,4,3,8,0,0,0,0,0,0,3,0,1,2,2,4,0,0
ENSG00000231635.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000222000.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000144191.12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227987.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000040933.15,158,125,148,263,56,63,202,161,123,56,58,108,126,12,10,71,61,79,278,59
ENSG00000183513.9,487,295,297,342,180,252,173,182,82,132,394,257,331,23,27,143,199,189,34,46
ENSG00000115446.11,370,272,241,300,143,136,339,211,183,105,273,285,286,26,28,209,169,151,79,76
ENSG00000071073.13,137,107,299,333,134,100,169,180,222,90,155,147,174,31,29,134,149,89,170,113
ENSG00000236564.1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000226791.7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000201070.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196872.12,15,1,8,2,0,2,0,0,4,13,2,10,21,0,1,0,0,2,20,1
ENSG00000238830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135951.16,25,30,23,19,9,18,40,40,8,12,25,5,13,4,3,12,26,21,15,6
ENSG00000231822.1,0,0,1,0,0,0,0,0,0,0,2,0,3,4,0,1,1,1,1,0
ENSG00000273045.6,6,2,3,5,3,4,9,5,0,2,3,7,4,0,0,0,2,1,0,0
ENSG00000241962.9,3,1,1,3,1,0,4,2,2,0,4,1,0,1,0,4,2,4,0,0
ENSG00000144182.17,55,31,35,23,25,35,21,18,9,9,19,18,14,5,10,15,32,20,20,10
ENSG00000273155.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000158411.11,88,109,83,145,59,84,144,115,36,24,83,57,72,21,7,62,68,92,23,29
ENSG00000185414.20,454,340,180,304,263,368,522,227,125,105,311,226,291,63,30,245,221,240,77,90
ENSG00000185674.9,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
ENSG00000144214.9,24,15,22,14,33,82,17,15,3,5,6,20,10,0,2,15,9,22,1,0
ENSG00000115514.12,167,92,76,82,69,93,424,152,85,19,75,118,72,32,17,134,135,89,75,31
ENSG00000158417.11,1242,975,924,1114,1442,1509,428,173,1135,345,927,1451,1030,224,127,876,786,593,289,222
ENSG00000135945.10,283,469,416,409,273,554,338,289,134,82,251,126,246,76,49,172,212,304,158,152
ENSG00000273306.1,4,6,2,4,5,6,4,1,2,0,8,3,4,0,1,3,0,6,0,2
ENSG00000144218.19,86,95,96,297,20,77,60,163,31,38,51,33,193,22,17,70,43,37,141,59
ENSG00000230393.1,1,0,0,4,0,2,0,1,0,0,0,0,4,0,0,1,0,0,1,0
ENSG00000232084.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170500.13,13,10,134,15,48,81,26,15,42,21,13,29,58,11,8,54,22,55,11,10
ENSG00000269383.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270699.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115526.11,28,3,2,4,5,2,8,3,7,1,0,4,4,0,0,8,3,6,5,0
ENSG00000238029.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204640.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204637.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115539.14,84,72,62,84,100,95,71,34,46,20,56,104,79,5,5,61,69,99,20,22
ENSG00000227259.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234988.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287832.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226034.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234169.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228488.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286737.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170485.17,121,32,556,201,251,244,609,211,95,15,16,129,111,4,5,376,183,249,40,43
ENSG00000232034.1,1,0,2,2,3,0,24,8,1,0,0,0,3,0,0,2,0,1,9,1
ENSG00000230140.7,0,1,0,2,1,2,0,2,1,0,0,1,0,0,0,3,0,1,0,0
ENSG00000223947.1,5,0,13,4,1,2,2,3,1,0,0,0,2,4,0,3,0,0,0,0
ENSG00000071082.11,8689,4285,1702,2154,5019,5756,3069,1716,1363,1930,4448,3861,5643,197,160,2996,2302,2757,141,101
ENSG00000204634.12,395,474,678,700,994,1581,976,940,576,263,236,367,425,153,79,414,474,643,340,205
ENSG00000271532.1,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
ENSG00000272902.2,5,5,2,5,0,2,14,8,2,1,2,1,3,1,0,1,6,9,1,1
ENSG00000158435.8,455,336,249,247,219,351,720,438,198,119,170,380,297,43,34,316,237,247,113,95
ENSG00000163162.9,426,569,585,1044,308,569,490,478,526,288,664,539,596,64,55,295,167,202,725,199
ENSG00000212283.1,1,2,3,1,1,3,2,18,0,1,0,0,0,1,0,2,2,6,1,1
ENSG00000264857.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175874.10,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0
ENSG00000226058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196460.14,3,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,0
ENSG00000223826.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237549.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232556.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286047.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071054.16,1465,1167,1149,1749,490,683,2208,985,422,331,783,698,1072,118,69,509,823,725,609,489
ENSG00000281162.2,165,193,107,238,141,74,87,48,11,38,199,41,167,30,4,95,154,89,51,59
ENSG00000115590.14,105,133,107,301,118,80,307,132,82,33,110,117,108,11,5,37,134,123,248,64
ENSG00000287771.1,2,2,2,5,3,1,0,0,1,1,3,2,1,0,0,1,1,0,47,0
ENSG00000115594.12,1296,1192,2166,2466,939,871,761,625,1321,602,1141,1075,1254,375,88,931,1039,680,1098,1238
ENSG00000226925.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
ENSG00000115598.10,59,78,71,90,58,133,81,23,31,24,33,41,30,9,5,53,32,34,10,32
ENSG00000205716.4,0,0,0,1,0,0,0,0,0,1,0,4,2,0,0,0,0,0,3,2
ENSG00000115602.17,4,0,21,56,0,5,4,0,168,4,3,27,7,0,0,3,10,1,48,10
ENSG00000115604.10,144,134,223,327,65,152,151,121,105,87,126,129,137,17,10,103,113,93,196,69
ENSG00000236785.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0
ENSG00000115607.9,27,4,20,95,3,9,1,5,20,6,7,17,16,0,2,4,4,7,173,11
ENSG00000264764.1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236525.1,0,0,4,16,0,0,0,1,1,0,0,0,2,0,0,0,0,0,46,0
ENSG00000234389.1,3,0,5,23,0,0,0,0,1,0,0,2,1,0,0,0,1,1,41,2
ENSG00000180251.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000115616.3,3,1,1,2,0,0,2,0,1,0,0,1,1,1,0,1,0,0,0,0
ENSG00000135953.11,246,326,288,282,200,301,388,285,174,150,268,406,204,39,27,261,207,225,83,119
ENSG00000170417.16,16,10,11,11,9,31,31,12,30,62,23,56,17,0,2,52,19,27,2,119
ENSG00000277527.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227680.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229209.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227623.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221849.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231723.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232597.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236141.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256637.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273515.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228968.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233955.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227157.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225765.2,110,37,55,46,23,15,6,6,6,36,108,53,30,13,6,85,49,138,8,3
ENSG00000287793.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235597.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000234781.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231626.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236109.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288565.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230690.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225669.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228528.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234177.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000213301.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233639.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000269707.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198914.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229743.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287135.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224509.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000135972.9,206,169,114,142,256,375,426,198,24,51,83,112,127,36,15,112,328,287,77,71
ENSG00000231851.6,0,2,4,2,0,1,0,0,0,1,1,3,3,0,0,3,0,0,0,0
ENSG00000226508.1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000135973.3,2,2,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000272861.1,8,2,5,2,4,2,2,2,1,4,2,0,1,0,0,4,1,2,4,0
ENSG00000135966.13,176,196,209,169,90,210,189,103,126,70,110,140,211,39,7,141,79,100,126,71
ENSG00000235319.1,0,2,0,4,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0
ENSG00000272994.1,14,8,12,15,10,33,35,25,1,6,12,7,12,6,2,9,7,12,1,0
ENSG00000135974.10,158,137,260,167,48,63,178,170,74,57,177,88,148,23,12,85,100,108,61,66
ENSG00000115641.19,48,11,151,11,19,21,90,98,15,8,62,9,24,8,14,259,10,16,13,6
ENSG00000238273.3,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,2,0
ENSG00000287036.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071051.14,245,79,103,69,50,58,87,74,88,48,43,151,126,7,9,39,29,42,106,25
ENSG00000235522.6,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
ENSG00000234162.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119147.10,17,1,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0
ENSG00000115652.14,194,133,134,192,89,71,189,86,144,56,137,122,177,40,19,145,131,144,64,34
ENSG00000233339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273595.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213295.3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224061.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233939.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227513.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229682.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240935.6,213,280,513,620,255,256,7,43,66,112,515,150,326,85,31,171,225,202,99,143
ENSG00000153165.18,7,6,124,86,3,9,1,0,12,21,32,15,51,1,0,9,0,0,6,2
ENSG00000237666.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254126.8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000232001.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231505.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214199.3,14,2,17,31,22,24,12,5,1,0,3,0,7,2,4,2,9,8,2,3
ENSG00000144057.15,66,3,0,0,0,4,0,0,0,0,0,0,9,0,3,0,6,4,2,1
ENSG00000238250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227294.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286218.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229360.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226905.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229457.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225588.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237880.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000224568.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286769.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232991.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230651.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196862.9,1,0,13,4,1,5,0,0,0,0,1,0,1,0,0,0,0,1,3,1
ENSG00000233494.1,0,0,2,0,0,2,0,0,1,1,2,1,12,0,0,0,0,0,0,2
ENSG00000227270.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237745.1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
